iter	MultiClass
0	1.462520709
1	1.250585249
2	1.097459073
3	0.9789557659
4	0.886504341
5	0.8037364441
6	0.7379940577
7	0.6818412855
8	0.6306861066
9	0.5875834005
10	0.5486906403
11	0.513483433
12	0.4830070248
13	0.4545835723
14	0.4305272289
15	0.4088704853
16	0.3888213214
17	0.368905979
18	0.350409087
19	0.3358503829
20	0.3201462621
21	0.3086824644
22	0.298033655
23	0.2896669569
24	0.279651672
25	0.2695725312
26	0.2612248347
27	0.2543618535
28	0.2461076025
29	0.2398045743
30	0.2325886592
31	0.2267612831
32	0.2208253471
33	0.2147340631
34	0.2097679962
35	0.2062123275
36	0.2014189341
37	0.1966082469
38	0.1921979451
39	0.1875489349
40	0.1848276309
41	0.1814752462
42	0.1773437127
43	0.174708518
44	0.1719972051
45	0.1688004288
46	0.1666349789
47	0.1641487498
48	0.1612362099
49	0.1590054335
50	0.1562921148
51	0.1535548187
52	0.1518423382
53	0.1492703088
54	0.1468007949
55	0.1451067808
56	0.1435964208
57	0.1417406932
58	0.1392410656
59	0.1365972175
60	0.1350995465
61	0.1328268034
62	0.1300764395
63	0.1285076565
64	0.1271281319
65	0.1257241978
66	0.1247788746
67	0.1232162872
68	0.1219833321
69	0.1207654696
70	0.1185839327
71	0.1168093775
72	0.1153610608
73	0.1145488474
74	0.1137388855
75	0.1123119877
76	0.1107819147
77	0.1093356676
78	0.1084194583
79	0.1074595726
80	0.106152281
81	0.1050849066
82	0.1043708478
83	0.103513351
84	0.1022289902
85	0.1013419423
86	0.1003722376
87	0.09958051651
88	0.09895159226
89	0.09820383616
90	0.09753827845
91	0.09574554099
92	0.09483545672
93	0.09336089941
94	0.09195495545
95	0.09093269115
96	0.09017067437
97	0.0893621045
98	0.08882060184
99	0.08836253826
100	0.08756477808
101	0.08690222318
102	0.08634884425
103	0.08538977845
104	0.08445594119
105	0.08387147043
106	0.08288377129
107	0.08236167597
108	0.08156315886
109	0.08119665962
110	0.08068180186
111	0.08005672453
112	0.07924391482
113	0.07828043363
114	0.07795184864
115	0.07772570121
116	0.0769941427
117	0.07673239263
118	0.07665594298
119	0.07578340757
120	0.07550984721
121	0.07501464946
122	0.07417765949
123	0.07352048919
124	0.07290501777
125	0.07252543584
126	0.07183412046
127	0.07108934826
128	0.07050350682
129	0.07000523018
130	0.0697928207
131	0.06937569002
132	0.06866546159
133	0.06842157887
134	0.06789779458
135	0.0675094658
136	0.06703661876
137	0.06652320811
138	0.06639800737
139	0.06571822728
140	0.06529979323
141	0.06497531812
142	0.06431086178
143	0.06375308781
144	0.06345069602
145	0.06300176864
146	0.06246088763
147	0.06201767916
148	0.06164292372
149	0.06131537829
150	0.06094166494
151	0.06060675084
152	0.06016306288
153	0.05983518138
154	0.05965710916
155	0.05891155704
156	0.05853375059
157	0.05826114391
158	0.05798720029
159	0.05761242862
160	0.05713964753
161	0.05679901459
162	0.05621475007
163	0.05601203934
164	0.05573938372
165	0.05546354582
166	0.05503400997
167	0.05461387581
168	0.05428677041
169	0.05380761222
170	0.05371555438
171	0.05353329269
172	0.05334465542
173	0.05302608493
174	0.05252090951
175	0.05211135613
176	0.05174078172
177	0.05141833048
178	0.050998968
179	0.0506745917
180	0.05049047345
181	0.05036550943
182	0.05013387872
183	0.0498217202
184	0.04945704406
185	0.04929363143
186	0.04901942604
187	0.04877625119
188	0.04862434663
189	0.04838942098
190	0.04778675565
191	0.04756453613
192	0.04732894921
193	0.04705427457
194	0.04672166426
195	0.04615607316
196	0.04568829244
197	0.04523780988
198	0.04503549032
199	0.04492454312
200	0.0446494521
201	0.04444759106
202	0.04428518283
203	0.04401328241
204	0.04381543839
205	0.04374226163
206	0.04336795041
207	0.04326290166
208	0.04300437698
209	0.04249442809
210	0.04236007592
211	0.04224801021
212	0.04214893187
213	0.04207758451
214	0.04182943744
215	0.04172498146
216	0.04156953794
217	0.04129173957
218	0.04115786267
219	0.04071974655
220	0.04061225498
221	0.04053442799
222	0.04024531581
223	0.03988453208
224	0.03969960723
225	0.03964621897
226	0.03956298238
227	0.0393568573
228	0.03915962333
229	0.03898488199
230	0.03879942664
231	0.03865418495
232	0.03850202502
233	0.03845603859
234	0.03841089503
235	0.03823216502
236	0.03816577866
237	0.03804493145
238	0.03791092033
239	0.03770174149
240	0.03753303909
241	0.0374592707
242	0.03726672224
243	0.03712779922
244	0.0369417329
245	0.03685876203
246	0.03683712942
247	0.03677348999
248	0.0367551837
249	0.03646387591
250	0.03638310541
251	0.0361822378
252	0.03595291332
253	0.03582251926
254	0.03573767573
255	0.03568530724
256	0.03552805787
257	0.03550174869
258	0.03539762377
259	0.03528245424
260	0.03502535921
261	0.03482691608
262	0.03473239863
263	0.03458544356
264	0.03453450774
265	0.03447560767
266	0.03432701807
267	0.03422174566
268	0.03412682072
269	0.03405754938
270	0.03387255139
271	0.03371511969
272	0.03359070551
273	0.03347331087
274	0.03310164681
275	0.03300043802
276	0.03285205258
277	0.03274774422
278	0.03269367585
279	0.03255519097
280	0.03239849869
281	0.03223311776
282	0.03217969991
283	0.03205667033
284	0.03202115947
285	0.03187852442
286	0.03172655262
287	0.03164007263
288	0.03136767137
289	0.03130407698
290	0.03128518177
291	0.03119308933
292	0.03115122763
293	0.03111548601
294	0.03105093189
295	0.03092779248
296	0.03086509521
297	0.03071873429
298	0.03061591561
299	0.03043920513
